element,transition,auger_group,line_type,energy_type,energy_eV,library,xray_source,sensitivity
Si,LM1,LMM,Auger,KE,93.0,AUGQNT,Any,0.560000002384186
Si,LM1,LMM,Auger,KE,106.5,10kvcrr4,Any,0.0040000001899898
Si,LM2,LMM,Auger,KE,77.0,AUGQNT,Any,0.0
Si,LM2,LMM,Auger,KE,93.1999969482422,10kvcrr4,Any,0.273000001907349
Si,2p,,XPS,BE,102.5,ALSCOF,Al Kα,0.816999971866608
Si,2p,,XPS,BE,102.5,ALWAGNER,Al Kα,0.270000010728836
Si,2p,,XPS,BE,102.5,MGSCOF,Mg Kα,0.865000009536743
Si,2p,,XPS,BE,102.5,MGWAGNER,Mg Kα,0.270000010728836
Si,2p1/2,,XPS,BE,103.0,ALSCOF,Al Kα,0.275999993085861
Si,2p1/2,,XPS,BE,103.0,MGSCOF,Mg Kα,0.291999995708466
Si,2p3/2,,XPS,BE,102.0,ALSCOF,Al Kα,0.541000008583069
Si,2p3/2,,XPS,BE,102.0,MGSCOF,Mg Kα,0.573000013828278
Si,2s,,XPS,BE,153.0,ALSCOF,Al Kα,0.954999983310699
Si,2s,,XPS,BE,153.0,ALWAGNER,Al Kα,0.28600001335144
Si,2s,,XPS,BE,153.0,MGSCOF,Mg Kα,0.855000019073486
Si,2s,,XPS,BE,153.0,MGWAGNER,Mg Kα,0.233999997377396
Sm,3d,,XPS,BE,1096.5,ALSCOF,Al Kα,68.3300018310547
Sm,3d,,XPS,BE,1096.5,ALWAGNER,Al Kα,5.0
Sm,3d,,XPS,BE,1096.5,MGWAGNER,Mg Kα,5.0
Sm,3d3/2,,XPS,BE,1110.1108,ALSCOF,Al Kα,0.3495124736
Sm,3d3/2,,XPS,BE,1110.1108,MGSCOF,Mg Kα,0.55338791337984
Sm,3d5/2,,XPS,BE,1083.1081,ALSCOF,Al Kα,0.0
Sm,3d5/2,,XPS,BE,1083.1081,MGSCOF,Mg Kα,0.0
Sm,4d,,XPS,BE,132.0,ALSCOF,Al Kα,9.15999984741211
Sm,4d,,XPS,BE,132.0,ALWAGNER,Al Kα,2.20000004768372
Sm,4d,,XPS,BE,132.0,MGSCOF,Mg Kα,8.14999961853027
Sm,4d,,XPS,BE,132.0,MGWAGNER,Mg Kα,1.79999995231628
Sm,4p1/2,,XPS,BE,283.0,ALSCOF,Al Kα,1.70000004768372
Sm,4p1/2,,XPS,BE,283.0,MGSCOF,Mg Kα,1.3400000333786
Sm,4p3/2,,XPS,BE,250.0,ALSCOF,Al Kα,3.58999991416931
Sm,4p3/2,,XPS,BE,250.0,MGSCOF,Mg Kα,2.91000008583069
Sm,4s,,XPS,BE,349.0,ALSCOF,Al Kα,1.41999995708466
Sm,4s,,XPS,BE,349.0,MGSCOF,Mg Kα,1.13999998569489
Sm,5p,,XPS,BE,20.0,ALSCOF,Al Kα,0.0
Sm,5p,,XPS,BE,20.0,MGSCOF,Mg Kα,0.612999975681305
Sm,5s,,XPS,BE,41.0,ALSCOF,Al Kα,0.261000007390976
Sm,5s,,XPS,BE,41.0,MGSCOF,Mg Kα,0.212999999523163
Sn,MN1,MNN,Auger,KE,317.5,10kvcrr4,Any,0.0140000004321337
Sn,MN1,MNN,Auger,KE,429.0,ALSCOF,Al Kα,1.0
Sn,MN1,MNN,Auger,KE,429.0,AUGQNT,Any,1.0
Sn,MN2,MNN,Auger,KE,437.0,ALSCOF,Al Kα,0.899999976158142
Sn,MN2,MNN,Auger,KE,437.0,AUGQNT,Any,0.899999976158142
Sn,MN2,MNN,Auger,KE,459.0,10kvcrr4,Any,0.0089999996125698
Sn,MN3,MNN,Auger,KE,416.0,ALSCOF,Al Kα,0.200000002980232
Sn,MN3,MNN,Auger,KE,416.0,AUGQNT,Any,0.200000002980232
Sn,MN3,MNN,Auger,KE,450.0,10kvcrr4,Any,0.0040000001899898
Sn,MN4,MNN,Auger,KE,438.0,10kvcrr4,Any,0.0989999994635582
Sn,MN5,MNN,Auger,KE,430.0,10kvcrr4,Any,0.189999997615814
Sn,MN6,MNN,Auger,KE,423.5,10kvcrr4,Any,0.003000000026077
Sn,MN7,MNN,Auger,KE,415.5,10kvcrr4,Any,0.0270000007003546
Sn,MN8,MNN,Auger,KE,403.0,10kvcrr4,Any,0.0049999998882412
Sn,MN9,MNN,Auger,KE,358.0,10kvcrr4,Any,0.363999992609024
Sn,NO1,NOO,Auger,KE,54.5,10kvcrr4,Any,0.196999996900558
Sn,3d,,XPS,BE,490.0,ALSCOF,Al Kα,25.0499992370605
Sn,3d,,XPS,BE,490.0,MGSCOF,Mg Kα,24.7199993133545
Sn,3d3/2,,XPS,BE,494.0,ALSCOF,Al Kα,10.0
Sn,3d3/2,,XPS,BE,494.0,MGSCOF,Mg Kα,10.0900001525879
Sn,3d5/2,,XPS,BE,486.0,ALSCOF,Al Kα,14.8000001907349
Sn,3d5/2,,XPS,BE,486.0,ALWAGNER,Al Kα,4.30000019073486
Sn,3d5/2,,XPS,BE,486.0,MGSCOF,Mg Kα,14.6300001144409
Sn,3d5/2,,XPS,BE,486.0,MGWAGNER,Mg Kα,4.30000019073486
Sn,3p1/2,,XPS,BE,757.0,ALSCOF,Al Kα,4.57999992370605
Sn,3p1/2,,XPS,BE,757.0,MGSCOF,Mg Kα,3.61999988555908
Sn,3p3/2,,XPS,BE,715.0,ALSCOF,Al Kα,9.35000038146973
Sn,3p3/2,,XPS,BE,715.0,ALWAGNER,Al Kα,1.94700002670288
Sn,3p3/2,,XPS,BE,715.0,MGSCOF,Mg Kα,7.57999992370605
Sn,3p3/2,,XPS,BE,715.0,MGWAGNER,Mg Kα,1.59300005435944
Sn,3s,,XPS,BE,884.0,ALSCOF,Al Kα,3.25999999046326
Sn,3s,,XPS,BE,884.0,MGSCOF,Mg Kα,2.53999996185303
Sn,4d,,XPS,BE,25.5,ALSCOF,Al Kα,2.70000004768372
Sn,4d,,XPS,BE,25.5,MGSCOF,Mg Kα,2.55999994277954
Sn,4d3/2,,XPS,BE,26.0,ALSCOF,Al Kα,1.11000001430511
Sn,4d3/2,,XPS,BE,26.0,MGSCOF,Mg Kα,1.04999995231628
Sn,4d5/2,,XPS,BE,25.0,ALSCOF,Al Kα,1.5900000333786
Sn,4d5/2,,XPS,BE,25.0,MGSCOF,Mg Kα,1.50999999046326
Sn,4p,,XPS,BE,91.0,ALSCOF,Al Kα,2.66700005531311
Sn,4p,,XPS,BE,91.0,MGSCOF,Mg Kα,2.22300004959106
Sn,4s,,XPS,BE,137.0,ALSCOF,Al Kα,0.794000029563904
Sn,4s,,XPS,BE,137.0,MGSCOF,Mg Kα,0.652999997138977
Sr,LM1,LMM,Auger,KE,1639.0,AUGQNT,Any,0.0299999993294477
Sr,MN1,MNN,Auger,KE,103.0,ALSCOF,Al Kα,0.0599999986588955
Sr,MN1,MNN,Auger,KE,103.0,AUGQNT,Any,0.0599999986588955
Sr,MN2,MNN,Auger,KE,76.0,ALSCOF,Al Kα,0.0299999993294477
Sr,MN2,MNN,Auger,KE,76.0,AUGQNT,Any,0.0299999993294477
Sr,3d,,XPS,BE,134.0,ALSCOF,Al Kα,5000019073486.0
Sr,3d,,XPS,BE,134.0,ALWAGNER,Al Kα,1.48000001907349
Sr,3d,,XPS,BE,134.0,MGSCOF,Mg Kα,28999996185303.0
Sr,3d,,XPS,BE,134.0,MGWAGNER,Mg Kα,1.48000001907349
Sr,3d3/2,,XPS,BE,135.0,ALSCOF,Al Kα,2.05999994277954
Sr,3d3/2,,XPS,BE,135.0,MGSCOF,Mg Kα,2.15000009536743
Sr,3d5/2,,XPS,BE,133.0,ALSCOF,Al Kα,2.99000000953674
Sr,3d5/2,,XPS,BE,133.0,MGSCOF,Mg Kα,3.14000010490417
Sr,3p,,XPS,BE,274.5,ALSCOF,Al Kα,1.51800000667572
Sr,3p,,XPS,BE,274.5,ALWAGNER,Al Kα,1.51800000667572
Sr,3p,,XPS,BE,274.5,MGWAGNER,Mg Kα,1.24199998378754
Sr,3p1/2,,XPS,BE,280.0,ALSCOF,Al Kα,2.0
Sr,3p1/2,,XPS,BE,280.0,ALWAGNER,Al Kα,0.505999982357025
Sr,3p1/2,,XPS,BE,280.0,MGSCOF,Mg Kα,1.92999994754791
Sr,3p1/2,,XPS,BE,280.0,MGWAGNER,Mg Kα,0.414000004529953
Sr,3p3/2,,XPS,BE,269.0,ALSCOF,Al Kα,4.36999988555908
Sr,3p3/2,,XPS,BE,269.0,ALWAGNER,Al Kα,1.01199996471405
Sr,3p3/2,,XPS,BE,269.0,MGSCOF,Mg Kα,3.77999997138977
Sr,3p3/2,,XPS,BE,269.0,MGWAGNER,Mg Kα,0.828000009059906
Sr,3s,,XPS,BE,358.0,ALSCOF,Al Kα,1.86000001430511
Sr,3s,,XPS,BE,358.0,MGSCOF,Mg Kα,1.51999998092651
Sr,4p,,XPS,BE,20.0,ALSCOF,Al Kα,0.774999976158142
Sr,4p,,XPS,BE,20.0,MGSCOF,Mg Kα,0.675000011920929
Sr,4s,,XPS,BE,37.0,ALSCOF,Al Kα,0.291000008583069
Sr,4s,,XPS,BE,37.0,MGSCOF,Mg Kα,0.241999998688698
Ta,MN1,MNN,Auger,KE,1085.1058,10kvcrr4,Any,0.0
Ta,MN1,MNN,Auger,KE,1732.0,AUGQNT,Any,0.109999999403954
Ta,MN2,MNN,Auger,KE,1713.0,AUGQNT,Any,0.0500000007450581
Ta,MN2,MNN,Auger,KE,1714.1702,10kvcrr4,Any,0.0130000002682209
Ta,MN3,MNN,Auger,KE,1674.0,AUGQNT,Any,0.259999990463257
Ta,MN3,MNN,Auger,KE,1676.1638,10kvcrr4,Any,0.0
Ta,MN4,MNN,Auger,KE,1515.5,10kvcrr4,Any,0.0
Ta,MN4,MNN,Auger,KE,1657.0,AUGQNT,Any,0.119999997317791
Ta,MN5,MNN,Auger,KE,1457.5,10kvcrr4,Any,0.38400000333786
Ta,MN5,MNN,Auger,KE,1511.0,AUGQNT,Any,0.0500000007450581
Ta,MN6,MNN,Auger,KE,1313.5,10kvcrr4,Any,0.0520000010728836
Ta,MN6,MNN,Auger,KE,1469.0,AUGQNT,Any,0.100000001490116
Ta,MN7,MNN,Auger,KE,1455.0,AUGQNT,Any,0.100000001490116
Ta,MN8,MNN,Auger,KE,1290.1283,10kvcrr4,Any,0.0
Ta,MN8,MNN,Auger,KE,1307.0,AUGQNT,Any,0.0199999995529652
Ta,MN9,MNN,Auger,KE,1255.5,10kvcrr4,Any,0.118000000715256
Ta,MN9,MNN,Auger,KE,1256.0,AUGQNT,Any,0.0599999986588955
Ta,NO1,NOO,Auger,KE,173.0,ALSCOF,Al Kα,0.0299999993294477
Ta,NO1,NOO,Auger,KE,173.0,AUGQNT,Any,0.0299999993294477
Ta,NO1,NOO,Auger,KE,342.0,10kvcrr4,Any,0.0450000017881393
Ta,NO2,NOO,Auger,KE,216.0,10kvcrr4,Any,0.0130000002682209
Ta,NO3,NOO,Auger,KE,202.0,10kvcrr4,Any,0.0099999997764825
Ta,NO4,NOO,Auger,KE,180.5,10kvcrr4,Any,0.0230000000447035
Ta,NO5,NOO,Auger,KE,174.0,10kvcrr4,Any,0.0020000000949949
Ta,NO6,NOO,Auger,KE,169.0,10kvcrr4,Any,0.537000000476837
Ta,NO7,NOO,Auger,KE,159.0,10kvcrr4,Any,0.003000000026077
Ta,NO8,NOO,Auger,KE,48.0,10kvcrr4,Any,0.0099999997764825
Ta,4d,,XPS,BE,235.0,ALSCOF,Al Kα,15.6400003433228
Ta,4d,,XPS,BE,235.0,ALWAGNER,Al Kα,2.0
Ta,4d,,XPS,BE,235.0,MGWAGNER,Mg Kα,2.0
Ta,4d3/2,,XPS,BE,241.0,ALSCOF,Al Kα,6.40000009536743
Ta,4d3/2,,XPS,BE,241.0,ALWAGNER,Al Kα,1.10000002384186
Ta,4d3/2,,XPS,BE,241.0,MGSCOF,Mg Kα,28999996185303.0
Ta,4d3/2,,XPS,BE,241.0,MGWAGNER,Mg Kα,0.899999976158142
Ta,4d5/2,,XPS,BE,229.0,ALSCOF,Al Kα,9.23999977111816
Ta,4d5/2,,XPS,BE,229.0,ALWAGNER,Al Kα,1.64999997615814
Ta,4d5/2,,XPS,BE,229.0,MGSCOF,Mg Kα,7.71000003814697
Ta,4d5/2,,XPS,BE,229.0,MGWAGNER,Mg Kα,1.35000002384186
Ta,4f,,XPS,BE,26.0,ALSCOF,Al Kα,8.61999988555908
Ta,4f,,XPS,BE,26.0,ALWAGNER,Al Kα,2.40000009536743
Ta,4f,,XPS,BE,26.0,MGSCOF,Mg Kα,9.06999969482422
Ta,4f,,XPS,BE,26.0,MGWAGNER,Mg Kα,2.40000009536743
Ta,4f5/2,,XPS,BE,27.0,ALSCOF,Al Kα,3.79999995231628
Ta,4f5/2,,XPS,BE,27.0,MGSCOF,Mg Kα,3.99000000953674
Ta,4f7/2,,XPS,BE,25.0,ALSCOF,Al Kα,4.82000017166138
Ta,4f7/2,,XPS,BE,25.0,MGSCOF,Mg Kα,7999992370605.0
Ta,4p1/2,,XPS,BE,464.0,ALSCOF,Al Kα,2.07999992370605
Ta,4p1/2,,XPS,BE,464.0,MGSCOF,Mg Kα,1.53999996185303
Ta,4p3/2,,XPS,BE,403.0,ALSCOF,Al Kα,1999998092651.0
Ta,4p3/2,,XPS,BE,403.0,MGSCOF,Mg Kα,3.9300000667572
Ta,4s,,XPS,BE,566.0,ALSCOF,Al Kα,1.78999996185303
Ta,4s,,XPS,BE,566.0,MGSCOF,Mg Kα,1.37999999523163
Ta,5p,,XPS,BE,41.0,ALSCOF,Al Kα,1.10000002384186
Ta,5p,,XPS,BE,41.0,MGSCOF,Mg Kα,0.874000012874603
Ta,5p1/2,,XPS,BE,45.0,ALSCOF,Al Kα,0.345999985933304
Ta,5p1/2,,XPS,BE,45.0,MGSCOF,Mg Kα,0.26800000667572
Ta,5p3/2,,XPS,BE,37.0,ALSCOF,Al Kα,0.754000008106232
Ta,5p3/2,,XPS,BE,37.0,MGSCOF,Mg Kα,0.606000006198883
Ta,5s,,XPS,BE,71.0,ALSCOF,Al Kα,0.363000005483627
Ta,5s,,XPS,BE,71.0,MGSCOF,Mg Kα,0.291000008583069
Tb,MN1,MNN,Auger,KE,1071.0,ALSCOF,Al Kα,0.0299999993294477
Tb,MN1,MNN,Auger,KE,1071.0,AUGQNT,Any,0.0299999993294477
Tb,MN1,MNN,Auger,KE,1255.5,10kvcrr4,Any,0.0
Tb,MN2,MNN,Auger,KE,1034.0,ALSCOF,Al Kα,0.0099999997764825
Tb,MN2,MNN,Auger,KE,1034.0,AUGQNT,Any,0.0099999997764825
Tb,MN2,MNN,Auger,KE,1226.5,10kvcrr4,Any,0.0
Tb,MN3,MNN,Auger,KE,917.0,ALSCOF,Al Kα,0.0399999991059303
Tb,MN3,MNN,Auger,KE,917.0,AUGQNT,Any,0.0399999991059303
Tb,MN3,MNN,Auger,KE,1067.5,10kvcrr4,Any,0.660000026226044
Tb,MN4,MNN,Auger,KE,780.0,ALSCOF,Al Kα,0.0099999997764825
Tb,MN4,MNN,Auger,KE,780.0,AUGQNT,Any,0.0099999997764825
Tb,MN4,MNN,Auger,KE,922.0,10kvcrr4,Any,0.814999997615814
Tb,MN5,MNN,Auger,KE,793.5,10kvcrr4,Any,0.0040000001899898
Tb,NO1,NOO,Auger,KE,144.0,10kvcrr4,Any,0.275999993085861
Tb,NO2,NOO,Auger,KE,132.0,10kvcrr4,Any,0.0130000002682209
Tb,NO3,NOO,Auger,KE,114.5,10kvcrr4,Any,0.0839999988675117
Tb,NO4,NOO,Auger,KE,89.5,10kvcrr4,Any,0.017000000923872
Tb,3d3/2,,XPS,BE,1279.1277,ALSCOF,Al Kα,0.0
Tb,3d5/2,,XPS,BE,1244.1242,ALSCOF,Al Kα,0.0
Tb,3d5/2,,XPS,BE,1244.1242,ALWAGNER,Al Kα,0.0
Tb,4d,,XPS,BE,150.0,ALSCOF,Al Kα,10.8699998855591
Tb,4d,,XPS,BE,150.0,ALWAGNER,Al Kα,2.20000004768372
Tb,4d,,XPS,BE,150.0,MGSCOF,Mg Kα,9.48999977111816
Tb,4d,,XPS,BE,150.0,MGWAGNER,Mg Kα,1.79999995231628
Tb,4p1/2,,XPS,BE,317.0,ALSCOF,Al Kα,1.8400000333786
Tb,4p1/2,,XPS,BE,317.0,MGSCOF,Mg Kα,1.42999994754791
Tb,4p3/2,,XPS,BE,284.0,ALSCOF,Al Kα,3.99000000953674
Tb,4p3/2,,XPS,BE,284.0,MGSCOF,Mg Kα,3.21000003814697
Tb,4s,,XPS,BE,398.0,ALSCOF,Al Kα,1.53999996185303
Tb,4s,,XPS,BE,398.0,MGSCOF,Mg Kα,1.22000002861023
Tb,5p,,XPS,BE,28.0,ALSCOF,Al Kα,0.804000020027161
Tb,5p,,XPS,BE,28.0,MGSCOF,Mg Kα,0.651000022888184
Tb,5s,,XPS,BE,42.0,ALSCOF,Al Kα,0.28099998831749
Tb,5s,,XPS,BE,42.0,MGSCOF,Mg Kα,0.228000000119209
Te,MN1,MNN,Auger,KE,491.0,ALSCOF,Al Kα,0.519999980926514
Te,MN1,MNN,Auger,KE,491.0,AUGQNT,Any,0.519999980926514
Te,MN2,MNN,Auger,KE,483.0,ALSCOF,Al Kα,0.629999995231628
Te,MN2,MNN,Auger,KE,483.0,AUGQNT,Any,0.629999995231628
Te,3d3/2,,XPS,BE,585.0,ALSCOF,Al Kα,12.5200004577637
Te,3d3/2,,XPS,BE,585.0,MGSCOF,Mg Kα,12.210000038147
Te,3d5/2,,XPS,BE,575.0,ALSCOF,Al Kα,18.0599994659424
Te,3d5/2,,XPS,BE,575.0,MGSCOF,Mg Kα,17.7000007629395
Te,3d5/2,,XPS,BE,585.0,ALWAGNER,Al Kα,40000009536743.0
Te,3d5/2,,XPS,BE,585.0,MGWAGNER,Mg Kα,40000009536743.0
Te,3p1/2,,XPS,BE,873.0,ALSCOF,Al Kα,4.92000007629395
Te,3p1/2,,XPS,BE,873.0,MGSCOF,Mg Kα,3.78999996185303
Te,3p3/2,,XPS,BE,822.0,ALSCOF,Al Kα,10.210000038147
Te,3p3/2,,XPS,BE,822.0,MGSCOF,Mg Kα,8.14000034332275
Te,3s,,XPS,BE,1009.1007,ALSCOF,Al Kα,0.55338791337984
Te,3s,,XPS,BE,1009.1007,MGSCOF,Mg Kα,0.0
Te,4d,,XPS,BE,43.5,ALSCOF,Al Kα,3.63000011444092
Te,4d,,XPS,BE,43.5,ALWAGNER,Al Kα,1.35300004482269
Te,4d,,XPS,BE,43.5,MGSCOF,Mg Kα,3.41000008583069
Te,4d,,XPS,BE,43.5,MGWAGNER,Mg Kα,1.10699999332428
Te,4d3/2,,XPS,BE,44.0,ALSCOF,Al Kα,1.49000000953674
Te,4d3/2,,XPS,BE,44.0,MGSCOF,Mg Kα,1.39999997615814
Te,4d5/2,,XPS,BE,43.0,ALSCOF,Al Kα,2.14000010490417
Te,4d5/2,,XPS,BE,43.0,MGSCOF,Mg Kα,2.00999999046326
Te,4p,,XPS,BE,114.0,ALSCOF,Al Kα,3.10999989509583
Te,4p,,XPS,BE,114.0,MGSCOF,Mg Kα,2.58599996566772
Te,4s,,XPS,BE,171.0,ALSCOF,Al Kα,0.902999997138977
Te,4s,,XPS,BE,171.0,MGSCOF,Mg Kα,0.74099999666214
Te,5s,,XPS,BE,14.0,ALSCOF,Al Kα,0.0
Te,5s,,XPS,BE,14.0,MGSCOF,Mg Kα,0.104000002145767
Th,NO1,NOO,Auger,KE,245.0,AUGQNT,Any,0.0700000002980232
Th,NO2,NOO,Auger,KE,228.0,AUGQNT,Any,0.0599999986588955
Th,NO3,NOO,Auger,KE,65.0,AUGQNT,Any,0.270000010728836
Th,4d3/2,,XPS,BE,714.0,ALSCOF,Al Kα,10.8199996948242
Th,4d3/2,,XPS,BE,714.0,MGSCOF,Mg Kα,8.05000019073486
Th,4d5/2,,XPS,BE,677.0,ALSCOF,Al Kα,16.3099994659424
Th,4d5/2,,XPS,BE,677.0,ALWAGNER,Al Kα,3.0
Th,4d5/2,,XPS,BE,677.0,MGSCOF,Mg Kα,12.4499998092651
Th,4d5/2,,XPS,BE,677.0,MGWAGNER,Mg Kα,3.0
Th,4f,,XPS,BE,339.5,ALSCOF,Al Kα,42.0
Th,4f,,XPS,BE,339.5,MGSCOF,Mg Kα,41.5099983215332
Th,4f5/2,,XPS,BE,344.0,ALSCOF,Al Kα,18.8099994659424
Th,4f5/2,,XPS,BE,344.0,MGSCOF,Mg Kα,18.2099990844727
Th,4f7/2,,XPS,BE,335.0,ALSCOF,Al Kα,23.9400005340576
Th,4f7/2,,XPS,BE,335.0,ALWAGNER,Al Kα,7.80000019073486
Th,4f7/2,,XPS,BE,335.0,MGSCOF,Mg Kα,23.2999992370605
Th,4f7/2,,XPS,BE,335.0,MGWAGNER,Mg Kα,7.80000019073486
Th,4p1/2,,XPS,BE,1168.1166,ALSCOF,Al Kα,0.0
Th,4p1/2,,XPS,BE,1168.1166,MGSCOF,Mg Kα,0.0
Th,4p3/2,,XPS,BE,968.0,ALSCOF,Al Kα,7.46000003814697
Th,4p3/2,,XPS,BE,968.0,MGSCOF,Mg Kα,59000015258789.0
Th,4s,,XPS,BE,1330.1328,ALSCOF,Al Kα,0.0
Th,5d,,XPS,BE,90.5,ALSCOF,Al Kα,5.30000019073486
Th,5d,,XPS,BE,90.5,ALWAGNER,Al Kα,1.64999997615814
Th,5d,,XPS,BE,90.5,MGSCOF,Mg Kα,4.21999979019165
Th,5d,,XPS,BE,90.5,MGWAGNER,Mg Kα,1.35000002384186
Th,5d3/2,,XPS,BE,94.0,ALSCOF,Al Kα,2.15000009536743
Th,5d3/2,,XPS,BE,94.0,ALWAGNER,Al Kα,0.660000026226044
Th,5d3/2,,XPS,BE,94.0,MGSCOF,Mg Kα,1.70000004768372
Th,5d3/2,,XPS,BE,94.0,MGWAGNER,Mg Kα,0.540000021457672
Th,5d5/2,,XPS,BE,87.0,ALSCOF,Al Kα,3.15000009536743
Th,5d5/2,,XPS,BE,87.0,ALWAGNER,Al Kα,0.990000009536743
Th,5d5/2,,XPS,BE,87.0,MGSCOF,Mg Kα,2.51999998092651
Th,5d5/2,,XPS,BE,87.0,MGWAGNER,Mg Kα,0.810000002384186
Th,5p1/2,,XPS,BE,226.0,ALSCOF,Al Kα,0.660000026226044
Th,5p1/2,,XPS,BE,226.0,MGSCOF,Mg Kα,0.488000005483627
Th,5p3/2,,XPS,BE,179.0,ALSCOF,Al Kα,2.04999995231628
Th,5p3/2,,XPS,BE,179.0,MGSCOF,Mg Kα,1.62999999523163
Th,5s,,XPS,BE,290.0,ALSCOF,Al Kα,0.702000021934509
Th,5s,,XPS,BE,290.0,MGSCOF,Mg Kα,0.550999999046326
Th,6p1/2,,XPS,BE,26.0,ALSCOF,Al Kα,0.133000001311302
Th,6p1/2,,XPS,BE,26.0,MGSCOF,Mg Kα,0.101000003516674
Th,6p3/2,,XPS,BE,18.0,ALSCOF,Al Kα,0.36599999666214
Th,6p3/2,,XPS,BE,18.0,MGSCOF,Mg Kα,0.293000012636185
Th,6s,,XPS,BE,43.0,ALSCOF,Al Kα,0.163000002503395
Th,6s,,XPS,BE,43.0,MGSCOF,Mg Kα,0.129999995231628
Ti,LM1,LMM,Auger,KE,450.0,ALSCOF,Al Kα,0.0599999986588955
Ti,LM1,LMM,Auger,KE,450.0,AUGQNT,Any,0.0599999986588955
Ti,LM1,LMM,Auger,KE,452.0,10kvcrr4,Any,0.0219999998807907
Ti,LM2,LMM,Auger,KE,419.0,ALSCOF,Al Kα,0.400000005960464
Ti,LM2,LMM,Auger,KE,419.0,AUGQNT,Any,0.400000005960464
Ti,LM2,LMM,Auger,KE,419.5,10kvcrr4,Any,0.209999993443489
Ti,LM3,LMM,Auger,KE,384.0,ALSCOF,Al Kα,0.519999980926514
Ti,LM3,LMM,Auger,KE,384.0,AUGQNT,Any,0.519999980926514
Ti,LM3,LMM,Auger,KE,389.5,10kvcrr4,Any,0.0350000001490116
Ti,LM4,LMM,Auger,KE,362.0,ALSCOF,Al Kα,0.310000002384186
Ti,LM4,LMM,Auger,KE,362.0,AUGQNT,Any,0.310000002384186
Ti,LM4,LMM,Auger,KE,384.5,10kvcrr4,Any,0.27700001001358
Ti,LM5,LMM,Auger,KE,334.0,ALSCOF,Al Kα,0.239999994635582
Ti,LM5,LMM,Auger,KE,334.0,AUGQNT,Any,0.239999994635582
Ti,LM5,LMM,Auger,KE,364.5,10kvcrr4,Any,0.0179999992251396
Ti,LM6,LMM,Auger,KE,355.0,10kvcrr4,Any,0.0109999999403954
Ti,MN1,MNN,Auger,KE,46.0,10kvcrr4,Any,0.0729999989271164
Ti,MN1,MNN,Auger,KE,47.0,AUGQNT,Any,0.200000002980232
Ti,2p,,XPS,BE,461.0,ALSCOF,Al Kα,7.90999984741211
Ti,2p,,XPS,BE,461.0,ALWAGNER,Al Kα,1.79999995231628
Ti,2p,,XPS,BE,461.0,MGSCOF,Mg Kα,7.90000009536743
Ti,2p,,XPS,BE,461.0,MGWAGNER,Mg Kα,1.79999995231628
Ti,2p1/2,,XPS,BE,464.0,ALSCOF,Al Kα,2.69000005722046
Ti,2p1/2,,XPS,BE,464.0,ALWAGNER,Al Kα,0.600000023841858
Ti,2p1/2,,XPS,BE,464.0,MGSCOF,Mg Kα,2.6800000667572
Ti,2p1/2,,XPS,BE,464.0,MGWAGNER,Mg Kα,0.600000023841858
Ti,2p3/2,,XPS,BE,458.0,ALSCOF,Al Kα,21999979019165.0
Ti,2p3/2,,XPS,BE,458.0,ALWAGNER,Al Kα,1.20000004768372
Ti,2p3/2,,XPS,BE,458.0,MGSCOF,Mg Kα,21999979019165.0
Ti,2p3/2,,XPS,BE,458.0,MGWAGNER,Mg Kα,1.20000004768372
Ti,2s,,XPS,BE,565.0,ALSCOF,Al Kα,3.24000000953674
Ti,2s,,XPS,BE,565.0,ALWAGNER,Al Kα,0.593999981880188
Ti,2s,,XPS,BE,565.0,MGSCOF,Mg Kα,2.72000002861023
Ti,2s,,XPS,BE,565.0,MGWAGNER,Mg Kα,0.486000001430511
Ti,3p,,XPS,BE,37.0,ALSCOF,Al Kα,0.813000023365021
Ti,3p,,XPS,BE,37.0,ALWAGNER,Al Kα,0.231000006198883
Ti,3p,,XPS,BE,37.0,MGSCOF,Mg Kα,0.788999974727631
Ti,3p,,XPS,BE,37.0,MGWAGNER,Mg Kα,0.188999995589256
Ti,3s,,XPS,BE,62.0,ALSCOF,Al Kα,0.47299998998642
Ti,3s,,XPS,BE,62.0,MGSCOF,Mg Kα,4.07999992370605
Tl,NO1,NOO,Auger,KE,262.0,ALSCOF,Al Kα,0.0299999993294477
Tl,NO1,NOO,Auger,KE,262.0,AUGQNT,Any,0.0299999993294477
Tl,NO2,NOO,Auger,KE,244.0,ALSCOF,Al Kα,0.0399999991059303
Tl,NO2,NOO,Auger,KE,244.0,AUGQNT,Any,0.0399999991059303
Tl,4d3/2,,XPS,BE,406.0,ALSCOF,Al Kα,8.60000038146973
Tl,4d3/2,,XPS,BE,406.0,MGSCOF,Mg Kα,6.78000020980835
Tl,4d5/2,,XPS,BE,385.0,ALSCOF,Al Kα,12.6000003814697
Tl,4d5/2,,XPS,BE,385.0,ALWAGNER,Al Kα,2.0
Tl,4d5/2,,XPS,BE,385.0,MGSCOF,Mg Kα,10.0799999237061
Tl,4d5/2,,XPS,BE,385.0,MGWAGNER,Mg Kα,2.0
Tl,4f,,XPS,BE,120.0,ALSCOF,Al Kα,20.7600002288818
Tl,4f,,XPS,BE,120.0,ALWAGNER,Al Kα,6.15000009536743
Tl,4f,,XPS,BE,120.0,MGWAGNER,Mg Kα,6.15000009536743
